
######################################################################
# Sesion de entrenamiento iniciada: 2026-08-17 22:49:14
######################################################################

Usando dispositivo: cuda
GPU: NVIDIA GeForce RTX 2050
Split 'train': 33495 muestras
Split 'valid': 6305 muestras
Split 'test': 6305 muestras
Distribucion de rutas en train:
 A    11661
D     6101
C     5661
B     5371
E     4701
Name: count, dtype: int64
No se encontro checkpoint previo, comenzando desde cero.
============================================================
Comenzando epoca 1/40  (lr=1.00e-04)
[Train][Epoca 1/40] Batch 3700/4187  Loss: 0.215827 (t=0.140515, q=0.007531)  Tiempo: 252.0s
[Train][Epoca 1/40] Batch 3720/4187  Loss: 0.197699 (t=0.135874, q=0.006183)  Tiempo: 253.1s
[Train][Epoca 1/40] Batch 3740/4187  Loss: 0.289431 (t=0.136950, q=0.015248)  Tiempo: 254.3s
[Train][Epoca 1/40] Batch 3760/4187  Loss: 0.177337 (t=0.073576, q=0.010376)  Tiempo: 255.5s
[Train][Epoca 1/40] Batch 3780/4187  Loss: 0.265030 (t=0.194038, q=0.007099)  Tiempo: 256.6s
[Train][Epoca 1/40] Batch 3800/4187  Loss: 0.623388 (t=0.143735, q=0.047965)  Tiempo: 257.8s
[Train][Epoca 1/40] Batch 3820/4187  Loss: 0.148196 (t=0.063443, q=0.008475)  Tiempo: 259.0s
[Train][Epoca 1/40] Batch 3840/4187  Loss: 0.380643 (t=0.151041, q=0.022960)  Tiempo: 260.2s
[Train][Epoca 1/40] Batch 3860/4187  Loss: 0.448812 (t=0.179907, q=0.026891)  Tiempo: 261.4s
[Train][Epoca 1/40] Batch 3880/4187  Loss: 0.863208 (t=0.109396, q=0.075381)  Tiempo: 262.5s
[Train][Epoca 1/40] Batch 3900/4187  Loss: 0.563039 (t=0.114293, q=0.044875)  Tiempo: 263.7s
[Train][Epoca 1/40] Batch 3920/4187  Loss: 0.614595 (t=0.149563, q=0.046503)  Tiempo: 264.9s
[Train][Epoca 1/40] Batch 3940/4187  Loss: 0.470317 (t=0.144894, q=0.032542)  Tiempo: 266.0s
[Train][Epoca 1/40] Batch 3960/4187  Loss: 0.289958 (t=0.090182, q=0.019978)  Tiempo: 267.2s
[Train][Epoca 1/40] Batch 3980/4187  Loss: 0.388716 (t=0.157568, q=0.023115)  Tiempo: 268.4s
[Train][Epoca 1/40] Batch 4000/4187  Loss: 0.224195 (t=0.115579, q=0.010862)  Tiempo: 269.5s
[Train][Epoca 1/40] Batch 4020/4187  Loss: 0.211865 (t=0.132742, q=0.007912)  Tiempo: 270.7s
[Train][Epoca 1/40] Batch 4040/4187  Loss: 0.210322 (t=0.148771, q=0.006155)  Tiempo: 271.9s
[Train][Epoca 1/40] Batch 4060/4187  Loss: 0.820191 (t=0.154035, q=0.066616)  Tiempo: 273.0s
[Train][Epoca 1/40] Batch 4080/4187  Loss: 0.207604 (t=0.142227, q=0.006538)  Tiempo: 274.2s
[Train][Epoca 1/40] Batch 4100/4187  Loss: 0.354112 (t=0.195172, q=0.015894)  Tiempo: 275.4s
[Train][Epoca 1/40] Batch 4120/4187  Loss: 0.238524 (t=0.158063, q=0.008046)  Tiempo: 276.6s
[Train][Epoca 1/40] Batch 4140/4187  Loss: 0.240662 (t=0.089300, q=0.015136)  Tiempo: 277.8s
